SHA-256(Certificate)	CA Name
18F1FC7F205DF8ADDDEB7FE007DD57E3AF375A9C4D8D73546BF4F1FED1E18D35	C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 3
19ABCDFF3A74402FA8F0CA206BF7FAB0DFFFF3AE2BBD719584D21090A4353207	C=MY, O=Digicert Sdn. Bhd., CN=PosDigicert Class 2 Root CA G2
1A0D20445DE5BA1862D19EF880858CBCE50102B36E8F0A040C3C69E74522FE6E	C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO Certification Authority
1A2512CDA6744ABEA11432A2FDC9F8C088DB5A98C89E13352574CDE4D9E80CDD	C=ZA, ST=Western Cape, L=Somerset West, O=South African Post Office Limited, OU=SAPO Trust Centre, CN=SAPO Class 3 Root CA, emailAddress=pkiadmin@trustcentre.co.za
1AA980C8C0D316F25029978982F033CBB3A3F4188D669F2DE6A8D84EE00A1575	C=CZ, CN=I.CA - Qualified root certificate, O=První certifikační autorita, a.s.
1BA5B2AA8C65401A82960118F80BEC4F62304D83CEC4713A19C39C011EA46DB4	C=US, O=Amazon, CN=Amazon Root CA 2
1BA622B36325544AE922AFC22EF9D367943794F6E16874F368A733C65C9D5279	C=DE, O=DATEV eG, CN=CA DATEV STD 01
1C01C6F4DBB2FEFC22558B2BCA32563F49844ACFC32B7BE4B0FF599F9E8C7AF7	C=CN, O=China Internet Network Information Center, CN=China Internet Network Information Center EV Certificates Root
1E1A6984B4E76BD709AEE3E9C9CF3118EAC096DAB9CC20DC25FAAB67297E965A	C=FR, O=ANSSI, OU=0002 130007669, CN=IGC/A AC racine Etat francais
1E49AC5DC69E86D0565DA2C1305C419330B0B781BFEC50E54A1B35AF7FDDD501	C=CH, O=SwissSign AG, CN=SwissSign Silver Root CA - G3
1E51942B84FD467BF77D1C89DA241C04254DC8F3EF4C22451FE7A89978BDCD4F	C=TW, O=Chunghwa Telecom Co., Ltd., CN=ePKI Root Certification Authority - G2
1E910B40C08184C0CA20468E824502FF2485163F77B03BB73296823F03885621	C=DE, O=DATEV eG, CN=CA DATEV BT 01
209E956AF04DF3996507C887D356230D6EB49FDBDD2D8A058FF50B8F80F690AA	C=AU, O=GOV, OU=DoD, OU=PKI, OU=CAs, CN=Australian Defence Public Root CA
2193CFEA381211A1AEAA2DE984E630643A87160B1208118145EAFB8E1BC69958	C=US, ST=FL, L=Jacksonville, O=Network Solutions L.L.C., CN=Network Solutions ECC Certificate Authority
21DB20123660BB2ED418205DA11EE7A85A65E2BC6E55B5AF7E7899C8A266D92E	C=ch, O=Swisscom, OU=Digital Certificate Services, CN=Swisscom Root CA 1
229CCC196D32C98421CC119E78486EEBEF603AECD525C6B88B47ABB740692B96	C=US, O=Cisco Systems, CN=Cisco RXC-R2
22A2C1F7BDED704CC1E701B5F408C310880FE956B5DE2A4A44F99C873A25A7C8	C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority ECC
23804203CA45D8CDE716B8C13BF3B448457FA06CC10250997FA01458317C41E5	C=ES, O=IZENPE S.A., CN=Izenpe.com
2399561127A57125DE8CEFEA610DDF2FA078B5C8067F4E828290BFB860E84B3C	C=US, O=VeriSign, Inc., OU=VeriSign Trust Network, OU=(c) 2008 VeriSign, Inc. - For authorized use only, CN=VeriSign Universal Root Certification Authority
24A55C2AB051442D0617766541239A4AD032D7C55175AA34FFDE2FBC4F5C5294	C=JP, O=SECOM Trust Systems CO.,LTD., CN=Security Communication RootCA3
2530CC8E98321502BAD96F9B1FBA1B099E2D299E0F4548BB914F363BC0D4531F	C=ES, O=IZENPE S.A., CN=Izenpe.com
2605875AFCC176B2D66DD66A995D7F8D5EBB86CE120D0E7E9E7C6EF294A27D4C	CN=ComSign Global Root CA, O=ComSign Ltd., C=IL
27995829FE6A7515C1BFE848F9C4761DB16C225929257BF40D0894F29EA8BAF2	C=FR, O=OpenTrust, CN=OpenTrust Root CA G2
2A575471E31340BC21581CBD2CF13E158463203ECE94BCF9D3CC196BF09A5472	C=US, O=Google Trust Services LLC, CN=GTS Root R1
2A8DA2F8D23E0CD3B5871ECFB0F42276CA73230667F474EEDE71C5EE32CC3EC6	C=TH, O=Electronic Transactions Development Agency (Public Organization), OU=Thailand National Root Certification Authority, CN=Thailand National Root Certification Authority - G1
2A99F5BC1174B73CBB1D620884E01C34E51CCB3978DA125F0E33268883BF4158	C=FR, O=Certinomis, OU=0002 433998903, CN=Certinomis - Root CA
2CABEAFE37D06CA22ABA7391C0033D25982952C453647349763A3AB5AD6CCF69	OU=GlobalSign Root CA - R6, O=GlobalSign, CN=GlobalSign
2CE1CB0BF9D2F9E102993FBE215152C3B2DD0CABDE1C68E5319B839154DBB7F5	C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Root Certificate Authority - G2
2D47437DE17951215A12F3C58E51C729A58026EF1FCC0A5FB3D9DC012F600D19	C=JP, O=Japanese Government, OU=ApplicationCA
2D66A702AE81BA03AF8CFF55AB318AFA919039D9F31B4D64388680F81311B65A	C=IN, O=India PKI, CN=CCA India 2011
2DDE9D0C0A90E7B32B5ABC01F41799D42E95A1E3C31C3B39373BB8141EA54471	C=AT, O=A-Trust Ges. f. Sicherheitssysteme im elektr. Datenverkehr GmbH, OU=A-Trust-Root-05, CN=A-Trust-Root-05
2E7BF16CC22485A7BBE2AA8696750761B0AE39BE3B2FE9D0CC6D4EF73491425C	C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority RSA R2
30D0895A9A448A262091635522D1F52010B5867ACAE12C78EF958FD4F4389F2F	C=US, O=IdenTrust, CN=IdenTrust Public Sector Root CA 1
31AD6648F8104138C738F39EA4320133393E3A18CC02296EF97C2AC9EF6731D0	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G3
327A3D761ABADEA034EB998406275CB1A4776EFDAE2FDF6D0168EA1C4F5567D0	C=HU, L=Budapest, O=Microsec Ltd., OU=e-Szigno CA, CN=Microsec e-Szigno Root CA
3417BB06CC6007DA1B961C920B8AB4CE3FAD820E4AA30B9ACBC4A74EBDCEBC65	C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority ECC
34BB34E14FAED0D3392F2FC441C0ECD5FD88AD88118DF2D1BA76CDEC1EEA10B8	C=SA, O=National Center for Digital Certification, OU=Saudi National Root CA
35AE5BDDD8F7AE635CFFBA5682A8F00B95F48462C7108EE9A0E5292B074AAFB2	CN=EBG Elektronik Sertifika Hizmet Sağlayıcısı, O=EBG Bilişim Teknolojileri ve Hizmetleri A.Ş., C=TR
363F3C849EAB03B0A2A0F636D7B86D04D3AC7FCFE26A0A9121AB9795F6E176DF	C=US, O=Symantec Corporation, OU=Symantec Trust Network, CN=Symantec Class 1 Public Primary Certification Authority - G4
36544D2FCE03C6C72B70EB1A8064264DC1511768C2D8F76A8B9F1F2BBD153B7D	C=ES, O=Agencia Notarial de Certificacion S.L. Unipersonal - CIF B83395988, CN=ANCERT Corporaciones de Derecho Publico
37D51006C512EAAB626421F1EC8C92013FC5F82AE98EE533EB4619B8DEB4D06C	C=US, O=GeoTrust Inc., CN=GeoTrust Primary Certification Authority
37D8DC8AF7867845DA3344A6B1BADE448D8A80E47B5579F96BF631768F9F30F6	C=DE, ST=Baden-Wuerttemberg (BW), L=Stuttgart, O=Deutscher Sparkassen Verlag GmbH, CN=S-TRUST Authentication and Encryption Root CA 2005:PN
39AE2E6F304A6236BDF9066718DDC69E51AF5ED05A63F2EE8D80CA1D1CC8FE4F	C=GR, O=BYTE Computer S.A., CN=BYTE Root Certification Authority 001
3B222E566711E992300DC0B15AB9473DAFDEF8C84D0CEF7D3317B4C1821D1436	C=CH, O=SwissSign AG, CN=SwissSign Platinum CA - G2
3C4FB0B95AB8B30032F432B86F535FE172C185D0FD39865837CF36187FA6F428	C=NL, O=Staat der Nederlanden, CN=Staat der Nederlanden Root CA - G3
3C5F81FEA5FAB82C64BFA2EAECAFCDE8E077FC8620A7CAE537163DF36EDBF378	C=HU, L=Budapest, O=Microsec Ltd., CN=Microsec e-Szigno Root CA 2009, emailAddress=info@e-szigno.hu
3CCC3CCFE45496D07B620DBF1328E8A1490018F48633C8A28A995CA60408B0BE	CN=ComSign Advanced Security CA
3CFC3C14D1F684FF17E38C43CA440C00B967EC933E8BFE064CA1D72C90F2ADB0	emailAddress=contacto@procert.net.ve, L=Chacao, ST=Miranda, OU=Proveedor de Certificados PROCERT, O=Sistema Nacional de Certificacion Electronica, C=VE, CN=PSCProcert
3E84BA4342908516E77573C0992F0979CA084E4685681FF195CCBA8A229B8A76	C=EE, O=AS Sertifitseerimiskeskus, CN=EE Certification Centre Root CA, emailAddress=pki@sk.ee
3E9099B5015E8F486C00BCEA9D111EE721FABA355A89BCF1DF69561E3DC6325C	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root CA
3F06E55681D496F5BE169EB5389F9F2B8FF61E1708DF6881724849CD5D27CB69	C=GB, ST=Greater Manchester, L=Salford, O=Comodo CA Limited, CN=Trusted Certificate Services
407C276BEAD2E4AF0661EF6697341DEC0A1F9434E4EAFB2D3D32A90549D9DE4A	C=KR, O=Government of Korea, OU=GPKI, CN=GPKIRootCA1
417DCF3180F4ED1A3747ACF1179316CD48CB05C5788435168AED98C98CDCB615	C=NL, O=Digidentity B.V., CN=Digidentity L3 Root CA - G2
41C923866AB4CAD6B7AD578081582E020797A6CBDF4FFF78CE8396B38937D7F5	C=CH, O=WISeKey, OU=Copyright (c) 2005, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GA CA
4200F5043AC8590EBB527D209ED1503029FBCBD41CA1B506EC27F15ADE7DAC69	C=US, O=SecureTrust Corporation, CN=Secure Global CA
4210F199499A9AC33C8DE02BA6DBAA14408BDD8A6E324689C1922D069715A332	C=FR, O=KEYNECTIS, OU=ROOT, CN=KEYNECTIS ROOT CA
42143A511A3AFCDD80D555DEBB4191EC6BB285EE66E62EC657ED20ADF7D55FAA	C=FR, O=Certeurope, OU=0002 434202180, CN=Certeurope Root CA 2
4348A0E9444C78CB265E058D5E8944B4D84F9662BD26DB257F8934A443C70161	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root CA
43DF5774B03E7FEF5FE40D931A7BEDF1BB2E6B42738C4E6D3841103D3AA7F339	C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2009 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G2
43F257412D440D627476974F877DA8F1FC2444565A367AE60EDDC27A412531AE	C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Client Authentication and Email
44B545AA8A25E65A73CA15DC27FC36D24C1CB9953A066539B11582DC487B4833	C=GR, L=Athens, O=Hellenic Academic and Research Institutions Cert. Authority, CN=Hellenic Academic and Research Institutions ECC RootCA 2015
45140B3247EB9CC8C5B4F0D7B53091F73292089E6E5A63E2749DD3ACA9198EDA	C=US, ST=Arizona, L=Scottsdale, O=GoDaddy.com, Inc., CN=Go Daddy Root Certificate Authority - G2
46273285615D96E52DA9FC2ED8C036F10AF3D9F6280F8D288706C52B2011B4DA	C=UY, O=ADMINISTRACION NACIONAL DE CORREOS, OU=SERVICIOS ELECTRONICOS, CN=Correo Uruguayo - Root CA
46EDC3689046D53A453FB3104AB80DCAEC658B2660EA1629DD7E867990648716	C=TR, L=Gebze - Kocaeli, O=Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK, OU=Kamu Sertifikasyon Merkezi - Kamu SM, CN=TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1
488E134F30C5DB56B76473E608086842BF21AF8AB3CD7AC67EBDF125D531834E	C=PT, O=SCEE, CN=ECRaizEstado
49351B903444C185CCDC5C693D24D8555CB208D6A8141307699F4AF063199D78	C=TR, L=Ankara, O=TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş., CN=TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı H5
49E7A442ACF0EA6287050054B52564B650E4F49E42E348D6AA38E039E957B1C1	C=DE, O=D-Trust GmbH, CN=D-TRUST Root Class 3 CA 2 2009
4B03F45807AD70F21BFC2CAE71C9FDE4604C064CF5FFB686BAE5DBAAD7FDD34C	C=US, O=thawte, Inc., OU=Certification Services Division, OU=(c) 2008 thawte, Inc. - For authorized use only, CN=thawte Primary Root CA - G3
4B22D5A6AEC99F3CDB79AA5EC06838479CD5ECBA7164F7F22DC1D65F63D85708	C=CN, O=WoSign CA Limited, CN=Certification Authority of WoSign
4BE8B5A1C76C6AEAD0611918FCCF9DBD398B67FB12294758BDF994D0F9682F60	C=ES, O=Agencia Notarial de Certificacion S.L.U. - CIF B83395988, CN=ANCERT Certificados Notariales V2
4D2491414CFE956746EC4CEFA6CF6F72E28A1329432F9D8A907AC4CB5DADC15A	C=NL, O=Staat der Nederlanden, CN=Staat der Nederlanden EV Root CA
4D9EBB28825C9643AB15D54E5F9614F13CB3E95DE3CF4EAC971301F320F9226E	C=ES, O=FNMT-RCM, OU=AC RAIZ FNMT-RCM
4FF460D54B9C86DABFBCFC5712E0400D2BED3FBC4D4FBDAA86E06ADCD2A9AD7A	C=US, ST=New Jersey, L=Jersey City, O=The USERTRUST Network, CN=USERTrust ECC Certification Authority
507941C74460A0B47086220D4E9932572AB5D1B5BBCB8980AB1CB17651A844D2	CN=ComSign Secured CA, O=ComSign, C=IL
513B2CECB810D4CDE5DD85391ADFC6C2DD60D87BB736D2B521484AA47A0EBEF6	C=JP, O=SECOM Trust Systems CO.,LTD., OU=Security Communication RootCA2
52F0E1C4E58EC629291B60317F074671B85D7EA80D5B07273463534B32B40234	C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Certification Authority
53DFDFA4E297FCFE07594E8C62D5B8AB06B32C7549F38A163094FD6429D5DA43	C=US, O=Symantec Corporation, OU=Symantec Trust Network, CN=Symantec Class 3 Public Primary Certification Authority - G4
54455F7129C20B1447C418F997168F24C58FC5023BF5DA5BE2EB6E1DD8902ED5	C=LU, O=LuxTrust S.A., CN=LuxTrust Global Root 2
54AE8A683FE2D78FF1EF0E0B3F58425092953BA08C67FE4A95595D1CEBCDCB30	C=DE, O=DATEV eG, CN=CA DATEV STD 03
54B4FC43D44AA4CA9FC03CA7E9949FBAE267A064D02DA21852412A381B5D1537	C=JP, O=LGPKI, CN=Application CA G3 Root
552F7BDCF1A7AF9E6CE672017F4F12ABF77240C78E761AC203D1D9D20AC89988	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Trusted Root G4
5533A0401F612C688EBCE5BF53F2EC14A734EB178BFAE00E50E85DAE6723078A	CN=Autoridad Certificadora Raíz Nacional de Uruguay, O=AGESIC, C=UY
55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066	C=IT, L=Milan, O=Actalis S.p.A./03358520967, CN=Actalis Authentication Root CA
5607E260163F49C8EA4175A1C0A53B13195CB7D07845611E943A2FF507036834	C=ES, O=Consejo General de la Abogacia NIF:Q-2863006I, CN=Autoridad de Certificacion de la Abogacia
568D6905A2C88708A4B3025190EDCFEDB1974A606A13C6E5290FCB2AE63EDAB5	C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Services Root Certificate Authority - G2
56C77128D98C18D91B4CFDFFBC25EE9103D4758EA2ABAD826A90F3457D460EB4	C=FR, O=OpenTrust, CN=OpenTrust Root CA G1
59769007F7685D0FCD50872F9F95D5755A5B2B457D81F3692B610A98672F0E1B	C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA Global Root CA
59B3829F1FF443344958FAE8BFF621B684C848CFBF7EAD6B63A6CA50F2794F89	C=CH, O=SwissSign AG, CN=SwissSign Platinum Root CA - G3
5A1B5D6BC65523B40A6DEFFA45B48E4288AE8DD86DD70A5B858D4A5AFFC94F71	C=SI, O=Halcom, CN=Halcom CA FO
5A885DB19C01D912C5759388938CAFBBDF031AB2D48E91EE15589B42971D039C	C=PA, ST=Panama, L=Panama City, O=TrustCor Systems S. de R.L., OU=TrustCor Certificate Authority, CN=TrustCor ECA-1
5ADFA25013BED3710831572DE51C4B9A21171C00313249C4CB4719D37FBB8D20	C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority RSA
5B1D9D24DE0AFEA8B35BA04A1C3E25D0812CDF7C4625DE0A89AF9FE4BBD1BB15	CN=AC1 RAIZ MTIN, serialNumber=S2819001E, OU=PRESTADOR DE SERVICIOS DE CERTIFICACION MTIN, OU=SUBDIRECCION GENERAL DE PROCESO DE DATOS, O=MINISTERIO DE TRABAJO E INMIGRACION, L=MADRID, C=ES
5B789987F3C4055B8700941B33783A5F16E0CFF937EA32011FE04779F7635308	O=VeriSign Trust Network, OU=VeriSign, Inc., OU=VeriSign Time Stamping Service Root, OU=NO LIABILITY ACCEPTED, (c)97 VeriSign, Inc.
5C58468D55F58E497E743982D2B50010B6D165374ACF83A7D4A32DB768C4408E	C=PL, O=Unizeto Technologies S.A., OU=Certum Certification Authority, CN=Certum Trusted Network CA
5CC3D78E4E1D5E45547A04E6873E64F90CF9536D1CCC2EF800F355C4C5FD70FD	C=CN, O=China Financial Certification Authority, CN=CFCA EV ROOT
5D56499BE4D2E08BCFCAD08A3E38723D50503BDE706948E42F55603019E528AE	C=US, O=IdenTrust, CN=IdenTrust Commercial Root CA 1
5E3571F33F45A7DF1537A68B5FFB9E036AF9D2F5BC4C9717130DC43D7175AAC7	C=AT, L=Vienna, ST=Austria, O=ARGE DATEN - Austrian Society for Data Protection, OU=GLOBALTRUST Certification Service, CN=GLOBALTRUST, emailAddress=info@globaltrust.info
5EDB7AC43B82A06A8761E8D7BE4979EBF2611F7DD79BF91C1C6B566A219ED766	C=US, O=GeoTrust Inc., OU=(c) 2007 GeoTrust Inc. - For authorized use only, CN=GeoTrust Primary Certification Authority - G2
5F0B62EAB5E353EA6521651658FBB65359F443280A4AFBD104D77D10F9F04C07	C=US, O=Equifax Secure Inc., CN=Equifax Secure Global eBusiness CA-1
5F960EEBD716DBCB4D8A78B996E680EC2547441E69B4E44E98A595502E28A002	C=JP, O=Japan Certification Services, Inc., CN=SecureSign RootCA1
60109BC6C38328598A112C7A25E38B0F23E5A7511CB815FB64E0C4FF05DB7DF7	C=IN, O=India PKI, CN=CCA India 2014
604D32D036895AED3BFEFAEB727C009EC0F2B3CDFA42A1C71730E6A72C3BE9D4	C=PT, O=MULTICERT - Serviços de Certificação Electrónica S.A., CN=MULTICERT Root Certification Authority 01
62B9267266212832A8E22DAB933D91C7011274ACF71703F9CC97833751A6E94F	C=ES, O=FNMT, OU=FNMT Clase 2 CA
62DD0BE9B9F50A163EA0F8E75C053B1ECA57EA55C8688F647C6881F2C8357B95	C=CH, O=SwissSign AG, CN=SwissSign Gold CA - G2
632D80BB096D209677D1734E5B35EA9D3019B9C44F8FCB2640C879039AC94EE8	C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA Root Certification Authority
63343ABFB89A6A03EBB57E9B3F5FA7BE7C4F5C756F3017B3A8C488C3653E9179	CN=Apple Root CA - G3, OU=Apple Certification Authority, O=Apple Inc., C=US
6468BF8CF3CF688EBB2A6841BD70E97B5229B49DF8690D7B74193E9CE3886141	C=CZ, CN=I.CA - Standard Certification Authority, 09/2009, O=První certifikační autorita, a.s., OU=I.CA - Provider of Certification Services
65353833CF234C79562164F90849C0D104DBABF8EE41064D83E8CBE03BA1C5A5	C=SG, O=Netrust Pte Ltd, OU=Netrust Certificate Authority, CN=Netrust Root CA 2
6639D13CAB85DF1AD9A23C443B3A60901E2B138D456FA71183578108884EC6BF	C=CA, ST=Ontario, L=Toronto, O=Echoworx Corporation, OU=Certification Services, CN=Echoworx Root CA2
